========
Segment 0, number of frames = 41853, viterbi-score = 212271.426068
Printing random variables from (P,C,E)=(1,41852,0) sections
Ptn-0 P: G(0)=1,P1(0)=6,P2(0)=14,Z(0)=0
Ptn-22465 C: G(22465)=8,P1(22465)=6,P2(22465)=14,Z(22465)=0
Ptn-22466 C: G(22466)=8,P1(22466)=6,P2(22466)=14,Z(22466)=0
Ptn-22467 C: G(22467)=5,P1(22467)=6,P2(22467)=14,Z(22467)=0
Ptn-22468 C: G(22468)=5,P1(22468)=6,P2(22468)=14,Z(22468)=0
Ptn-22469 C: G(22469)=5,P1(22469)=6,P2(22469)=14,Z(22469)=0
Ptn-22470 C: G(22470)=5,P1(22470)=6,P2(22470)=14,Z(22470)=0
Ptn-22471 C: G(22471)=5,P1(22471)=6,P2(22471)=14,Z(22471)=0
Ptn-22472 C: G(22472)=5,P1(22472)=6,P2(22472)=14,Z(22472)=0
Ptn-22473 C: G(22473)=5,P1(22473)=6,P2(22473)=14,Z(22473)=0
Ptn-22474 C: G(22474)=5,P1(22474)=6,P2(22474)=14,Z(22474)=0
Ptn-22475 C: G(22475)=5,P1(22475)=6,P2(22475)=14,Z(22475)=0
Ptn-22476 C: G(22476)=5,P1(22476)=6,P2(22476)=14,Z(22476)=0
Ptn-22477 C: G(22477)=5,P1(22477)=6,P2(22477)=14,Z(22477)=0
Ptn-22478 C: G(22478)=5,P1(22478)=6,P2(22478)=14,Z(22478)=0
Ptn-22479 C: G(22479)=5,P1(22479)=6,P2(22479)=14,Z(22479)=0
Ptn-22480 C: G(22480)=5,P1(22480)=6,P2(22480)=14,Z(22480)=0
Ptn-22481 C: G(22481)=5,P1(22481)=6,P2(22481)=14,Z(22481)=0
Ptn-22482 C: G(22482)=5,P1(22482)=6,P2(22482)=14,Z(22482)=0
Ptn-22483 C: G(22483)=5,P1(22483)=6,P2(22483)=14,Z(22483)=0
Ptn-22484 C: G(22484)=5,P1(22484)=6,P2(22484)=14,Z(22484)=0
Ptn-22485 C: G(22485)=5,P1(22485)=6,P2(22485)=14,Z(22485)=0
Ptn-22486 C: G(22486)=5,P1(22486)=6,P2(22486)=14,Z(22486)=0
Ptn-22487 C: G(22487)=5,P1(22487)=6,P2(22487)=14,Z(22487)=0
Ptn-22488 C: G(22488)=5,P1(22488)=6,P2(22488)=14,Z(22488)=0
Ptn-22489 C: G(22489)=5,P1(22489)=6,P2(22489)=14,Z(22489)=0
Ptn-22490 C: G(22490)=5,P1(22490)=6,P2(22490)=14,Z(22490)=0
Ptn-22491 C: G(22491)=5,P1(22491)=6,P2(22491)=14,Z(22491)=0
Ptn-22492 C: G(22492)=5,P1(22492)=6,P2(22492)=14,Z(22492)=0
Ptn-22493 C: G(22493)=5,P1(22493)=6,P2(22493)=14,Z(22493)=0
Ptn-22494 C: G(22494)=5,P1(22494)=6,P2(22494)=14,Z(22494)=0
Ptn-22495 C: G(22495)=5,P1(22495)=6,P2(22495)=14,Z(22495)=0
Ptn-22496 C: G(22496)=5,P1(22496)=6,P2(22496)=14,Z(22496)=0
Ptn-22497 C: G(22497)=5,P1(22497)=6,P2(22497)=14,Z(22497)=0
Ptn-22498 C: G(22498)=5,P1(22498)=6,P2(22498)=14,Z(22498)=0
Ptn-22499 C: G(22499)=5,P1(22499)=6,P2(22499)=14,Z(22499)=0
Ptn-22500 C: G(22500)=5,P1(22500)=6,P2(22500)=14,Z(22500)=0
Ptn-22501 C: G(22501)=5,P1(22501)=6,P2(22501)=14,Z(22501)=0
Ptn-22502 C: G(22502)=5,P1(22502)=6,P2(22502)=14,Z(22502)=0
Ptn-22503 C: G(22503)=5,P1(22503)=6,P2(22503)=14,Z(22503)=0
Ptn-22504 C: G(22504)=5,P1(22504)=6,P2(22504)=14,Z(22504)=0
Ptn-22505 C: G(22505)=5,P1(22505)=6,P2(22505)=14,Z(22505)=0
Ptn-22506 C: G(22506)=5,P1(22506)=6,P2(22506)=14,Z(22506)=0
Ptn-22507 C: G(22507)=5,P1(22507)=6,P2(22507)=14,Z(22507)=0
Ptn-22508 C: G(22508)=1,P1(22508)=6,P2(22508)=14,Z(22508)=0
Ptn-22509 C: G(22509)=1,P1(22509)=6,P2(22509)=14,Z(22509)=0
Ptn-22510 C: G(22510)=1,P1(22510)=6,P2(22510)=14,Z(22510)=0
Ptn-22511 C: G(22511)=1,P1(22511)=6,P2(22511)=14,Z(22511)=0
Ptn-22512 C: G(22512)=1,P1(22512)=6,P2(22512)=14,Z(22512)=0
Ptn-22513 C: G(22513)=1,P1(22513)=6,P2(22513)=14,Z(22513)=0
Ptn-22514 C: G(22514)=1,P1(22514)=6,P2(22514)=14,Z(22514)=0
Ptn-22515 C: G(22515)=1,P1(22515)=6,P2(22515)=14,Z(22515)=0
Ptn-22516 C: G(22516)=3,P1(22516)=6,P2(22516)=14,Z(22516)=0
Ptn-22517 C: G(22517)=3,P1(22517)=6,P2(22517)=14,Z(22517)=0
Ptn-22518 C: G(22518)=3,P1(22518)=6,P2(22518)=14,Z(22518)=0
Ptn-22519 C: G(22519)=3,P1(22519)=6,P2(22519)=14,Z(22519)=1
Ptn-22520 C: G(22520)=3,P1(22520)=6,P2(22520)=14,Z(22520)=1
Ptn-22521 C: G(22521)=3,P1(22521)=6,P2(22521)=14,Z(22521)=1
Ptn-22522 C: G(22522)=3,P1(22522)=6,P2(22522)=14,Z(22522)=1
Ptn-22523 C: G(22523)=3,P1(22523)=6,P2(22523)=14,Z(22523)=1
Ptn-22524 C: G(22524)=3,P1(22524)=6,P2(22524)=14,Z(22524)=1
Ptn-22525 C: G(22525)=3,P1(22525)=6,P2(22525)=14,Z(22525)=1
Ptn-22526 C: G(22526)=3,P1(22526)=6,P2(22526)=14,Z(22526)=1
Ptn-22527 C: G(22527)=3,P1(22527)=6,P2(22527)=14,Z(22527)=1
Ptn-22528 C: G(22528)=3,P1(22528)=6,P2(22528)=14,Z(22528)=1
Ptn-22529 C: G(22529)=3,P1(22529)=6,P2(22529)=14,Z(22529)=1
Ptn-22530 C: G(22530)=3,P1(22530)=6,P2(22530)=14,Z(22530)=1
Ptn-22531 C: G(22531)=3,P1(22531)=6,P2(22531)=14,Z(22531)=0
Ptn-22532 C: G(22532)=3,P1(22532)=6,P2(22532)=14,Z(22532)=0
Ptn-22533 C: G(22533)=3,P1(22533)=6,P2(22533)=14,Z(22533)=0
Ptn-22534 C: G(22534)=3,P1(22534)=6,P2(22534)=14,Z(22534)=0
Ptn-22535 C: G(22535)=3,P1(22535)=6,P2(22535)=14,Z(22535)=0
Ptn-22536 C: G(22536)=3,P1(22536)=6,P2(22536)=14,Z(22536)=0
Ptn-22537 C: G(22537)=3,P1(22537)=6,P2(22537)=14,Z(22537)=0
Ptn-22538 C: G(22538)=3,P1(22538)=6,P2(22538)=14,Z(22538)=0
Ptn-22539 C: G(22539)=3,P1(22539)=6,P2(22539)=14,Z(22539)=0
Ptn-22540 C: G(22540)=3,P1(22540)=6,P2(22540)=14,Z(22540)=0
Ptn-22541 C: G(22541)=3,P1(22541)=6,P2(22541)=14,Z(22541)=0
Ptn-22542 C: G(22542)=3,P1(22542)=6,P2(22542)=14,Z(22542)=0
Ptn-22543 C: G(22543)=3,P1(22543)=6,P2(22543)=14,Z(22543)=0
Ptn-22544 C: G(22544)=3,P1(22544)=6,P2(22544)=14,Z(22544)=0
Ptn-22545 C: G(22545)=3,P1(22545)=6,P2(22545)=14,Z(22545)=0
Ptn-22546 C: G(22546)=3,P1(22546)=6,P2(22546)=14,Z(22546)=0
Ptn-22547 C: G(22547)=3,P1(22547)=6,P2(22547)=14,Z(22547)=0
Ptn-22548 C: G(22548)=3,P1(22548)=6,P2(22548)=14,Z(22548)=0
Ptn-22549 C: G(22549)=3,P1(22549)=6,P2(22549)=14,Z(22549)=0
Ptn-22550 C: G(22550)=3,P1(22550)=6,P2(22550)=14,Z(22550)=0
Ptn-22551 C: G(22551)=3,P1(22551)=6,P2(22551)=14,Z(22551)=0
Ptn-22552 C: G(22552)=3,P1(22552)=6,P2(22552)=14,Z(22552)=0
Ptn-22553 C: G(22553)=3,P1(22553)=6,P2(22553)=14,Z(22553)=0
Ptn-22554 C: G(22554)=3,P1(22554)=6,P2(22554)=14,Z(22554)=0
Ptn-22555 C: G(22555)=3,P1(22555)=6,P2(22555)=14,Z(22555)=0
Ptn-22556 C: G(22556)=3,P1(22556)=6,P2(22556)=14,Z(22556)=0
Ptn-22557 C: G(22557)=3,P1(22557)=6,P2(22557)=14,Z(22557)=0
Ptn-22558 C: G(22558)=3,P1(22558)=6,P2(22558)=14,Z(22558)=0
Ptn-22559 C: G(22559)=3,P1(22559)=6,P2(22559)=14,Z(22559)=0
Ptn-22560 C: G(22560)=3,P1(22560)=6,P2(22560)=14,Z(22560)=0
Ptn-22561 C: G(22561)=3,P1(22561)=6,P2(22561)=14,Z(22561)=0
Ptn-22562 C: G(22562)=3,P1(22562)=6,P2(22562)=14,Z(22562)=0
Ptn-22563 C: G(22563)=3,P1(22563)=6,P2(22563)=14,Z(22563)=0
Ptn-22564 C: G(22564)=3,P1(22564)=6,P2(22564)=14,Z(22564)=0
Ptn-22565 C: G(22565)=3,P1(22565)=6,P2(22565)=14,Z(22565)=0
Ptn-22566 C: G(22566)=3,P1(22566)=6,P2(22566)=14,Z(22566)=0
Ptn-22567 C: G(22567)=3,P1(22567)=6,P2(22567)=14,Z(22567)=0
Ptn-22568 C: G(22568)=3,P1(22568)=6,P2(22568)=14,Z(22568)=0
Ptn-22569 C: G(22569)=3,P1(22569)=6,P2(22569)=14,Z(22569)=0
Ptn-22570 C: G(22570)=3,P1(22570)=6,P2(22570)=14,Z(22570)=0
Ptn-22571 C: G(22571)=3,P1(22571)=6,P2(22571)=14,Z(22571)=0
Ptn-22572 C: G(22572)=3,P1(22572)=6,P2(22572)=14,Z(22572)=0
Ptn-22573 C: G(22573)=3,P1(22573)=6,P2(22573)=14,Z(22573)=0
Ptn-22574 C: G(22574)=3,P1(22574)=6,P2(22574)=14,Z(22574)=0
Ptn-22575 C: G(22575)=3,P1(22575)=6,P2(22575)=14,Z(22575)=0
Ptn-22576 C: G(22576)=3,P1(22576)=6,P2(22576)=14,Z(22576)=0
Ptn-22577 C: G(22577)=3,P1(22577)=6,P2(22577)=14,Z(22577)=0
Ptn-22578 C: G(22578)=3,P1(22578)=6,P2(22578)=14,Z(22578)=0
Ptn-22579 C: G(22579)=3,P1(22579)=6,P2(22579)=14,Z(22579)=0
Ptn-22580 C: G(22580)=3,P1(22580)=6,P2(22580)=14,Z(22580)=0
Ptn-22581 C: G(22581)=3,P1(22581)=6,P2(22581)=14,Z(22581)=0
Ptn-22582 C: G(22582)=3,P1(22582)=6,P2(22582)=14,Z(22582)=1
Ptn-22583 C: G(22583)=3,P1(22583)=6,P2(22583)=14,Z(22583)=1
Ptn-22584 C: G(22584)=3,P1(22584)=6,P2(22584)=14,Z(22584)=0
Ptn-22585 C: G(22585)=3,P1(22585)=6,P2(22585)=14,Z(22585)=0
Ptn-22586 C: G(22586)=3,P1(22586)=6,P2(22586)=14,Z(22586)=0
Ptn-22587 C: G(22587)=3,P1(22587)=6,P2(22587)=14,Z(22587)=0
Ptn-22588 C: G(22588)=3,P1(22588)=6,P2(22588)=14,Z(22588)=0
Ptn-22589 C: G(22589)=3,P1(22589)=6,P2(22589)=14,Z(22589)=0
Ptn-22590 C: G(22590)=3,P1(22590)=6,P2(22590)=14,Z(22590)=0
Ptn-22591 C: G(22591)=3,P1(22591)=6,P2(22591)=14,Z(22591)=0
Ptn-22592 C: G(22592)=3,P1(22592)=6,P2(22592)=14,Z(22592)=0
Ptn-22593 C: G(22593)=3,P1(22593)=6,P2(22593)=14,Z(22593)=0
Ptn-22594 C: G(22594)=3,P1(22594)=6,P2(22594)=14,Z(22594)=0
Ptn-22595 C: G(22595)=3,P1(22595)=6,P2(22595)=14,Z(22595)=0
Ptn-22596 C: G(22596)=3,P1(22596)=6,P2(22596)=14,Z(22596)=0
Ptn-22597 C: G(22597)=3,P1(22597)=6,P2(22597)=14,Z(22597)=0
Ptn-22598 C: G(22598)=3,P1(22598)=6,P2(22598)=14,Z(22598)=0
Ptn-22599 C: G(22599)=3,P1(22599)=6,P2(22599)=14,Z(22599)=0
Ptn-22600 C: G(22600)=3,P1(22600)=6,P2(22600)=14,Z(22600)=0
Ptn-22601 C: G(22601)=3,P1(22601)=6,P2(22601)=14,Z(22601)=0
Ptn-22602 C: G(22602)=3,P1(22602)=6,P2(22602)=14,Z(22602)=0
Ptn-22603 C: G(22603)=3,P1(22603)=6,P2(22603)=14,Z(22603)=0
Ptn-22604 C: G(22604)=3,P1(22604)=6,P2(22604)=14,Z(22604)=0
Ptn-22605 C: G(22605)=3,P1(22605)=6,P2(22605)=14,Z(22605)=0
Ptn-22606 C: G(22606)=3,P1(22606)=6,P2(22606)=14,Z(22606)=0
Ptn-22607 C: G(22607)=3,P1(22607)=6,P2(22607)=14,Z(22607)=0
Ptn-22608 C: G(22608)=3,P1(22608)=6,P2(22608)=14,Z(22608)=0
Ptn-22609 C: G(22609)=3,P1(22609)=6,P2(22609)=14,Z(22609)=0
Ptn-22610 C: G(22610)=3,P1(22610)=6,P2(22610)=14,Z(22610)=0
Ptn-22611 C: G(22611)=3,P1(22611)=6,P2(22611)=14,Z(22611)=0
Ptn-22612 C: G(22612)=3,P1(22612)=6,P2(22612)=14,Z(22612)=0
Ptn-22613 C: G(22613)=3,P1(22613)=6,P2(22613)=14,Z(22613)=0
Ptn-22614 C: G(22614)=3,P1(22614)=6,P2(22614)=14,Z(22614)=0
Ptn-22615 C: G(22615)=3,P1(22615)=6,P2(22615)=14,Z(22615)=0
Ptn-22616 C: G(22616)=3,P1(22616)=6,P2(22616)=14,Z(22616)=0
Ptn-22617 C: G(22617)=3,P1(22617)=6,P2(22617)=14,Z(22617)=0
Ptn-22618 C: G(22618)=3,P1(22618)=6,P2(22618)=14,Z(22618)=0
Ptn-22619 C: G(22619)=3,P1(22619)=6,P2(22619)=14,Z(22619)=0
Ptn-22620 C: G(22620)=4,P1(22620)=6,P2(22620)=14,Z(22620)=0
Ptn-22621 C: G(22621)=4,P1(22621)=6,P2(22621)=14,Z(22621)=0
Ptn-22622 C: G(22622)=4,P1(22622)=6,P2(22622)=14,Z(22622)=0
Ptn-22623 C: G(22623)=4,P1(22623)=6,P2(22623)=14,Z(22623)=0
Ptn-22624 C: G(22624)=4,P1(22624)=6,P2(22624)=14,Z(22624)=0
Ptn-22625 C: G(22625)=5,P1(22625)=6,P2(22625)=14,Z(22625)=0
Ptn-22626 C: G(22626)=5,P1(22626)=6,P2(22626)=14,Z(22626)=0
Ptn-22627 C: G(22627)=5,P1(22627)=6,P2(22627)=14,Z(22627)=0
Ptn-22628 C: G(22628)=5,P1(22628)=6,P2(22628)=14,Z(22628)=0
Ptn-22629 C: G(22629)=5,P1(22629)=6,P2(22629)=14,Z(22629)=0
Ptn-22630 C: G(22630)=5,P1(22630)=6,P2(22630)=14,Z(22630)=0
Ptn-22631 C: G(22631)=3,P1(22631)=6,P2(22631)=14,Z(22631)=0
Ptn-22632 C: G(22632)=3,P1(22632)=6,P2(22632)=14,Z(22632)=0
Ptn-22633 C: G(22633)=3,P1(22633)=6,P2(22633)=14,Z(22633)=0
Ptn-22634 C: G(22634)=3,P1(22634)=6,P2(22634)=14,Z(22634)=0
Ptn-22635 C: G(22635)=3,P1(22635)=6,P2(22635)=14,Z(22635)=0
Ptn-22636 C: G(22636)=3,P1(22636)=6,P2(22636)=14,Z(22636)=0
Ptn-22637 C: G(22637)=3,P1(22637)=6,P2(22637)=14,Z(22637)=0
Ptn-22638 C: G(22638)=3,P1(22638)=6,P2(22638)=14,Z(22638)=0
Ptn-22639 C: G(22639)=3,P1(22639)=6,P2(22639)=14,Z(22639)=0
Ptn-22640 C: G(22640)=3,P1(22640)=6,P2(22640)=14,Z(22640)=0
Ptn-22641 C: G(22641)=3,P1(22641)=6,P2(22641)=14,Z(22641)=0
Ptn-22642 C: G(22642)=3,P1(22642)=6,P2(22642)=14,Z(22642)=0
Ptn-22643 C: G(22643)=3,P1(22643)=6,P2(22643)=14,Z(22643)=0
Ptn-22644 C: G(22644)=3,P1(22644)=6,P2(22644)=14,Z(22644)=0
Ptn-22645 C: G(22645)=3,P1(22645)=6,P2(22645)=14,Z(22645)=0
Ptn-22646 C: G(22646)=3,P1(22646)=6,P2(22646)=14,Z(22646)=0
Ptn-22647 C: G(22647)=3,P1(22647)=6,P2(22647)=14,Z(22647)=0
Ptn-22648 C: G(22648)=3,P1(22648)=6,P2(22648)=14,Z(22648)=0
Ptn-22649 C: G(22649)=3,P1(22649)=6,P2(22649)=14,Z(22649)=0
Ptn-22650 C: G(22650)=3,P1(22650)=6,P2(22650)=14,Z(22650)=0
Ptn-22651 C: G(22651)=3,P1(22651)=6,P2(22651)=14,Z(22651)=0
Ptn-22652 C: G(22652)=3,P1(22652)=6,P2(22652)=14,Z(22652)=0
Ptn-22653 C: G(22653)=3,P1(22653)=6,P2(22653)=14,Z(22653)=0
Ptn-22654 C: G(22654)=3,P1(22654)=6,P2(22654)=14,Z(22654)=0
Ptn-22655 C: G(22655)=3,P1(22655)=6,P2(22655)=14,Z(22655)=0
Ptn-22656 C: G(22656)=3,P1(22656)=6,P2(22656)=14,Z(22656)=0
Ptn-22657 C: G(22657)=3,P1(22657)=6,P2(22657)=14,Z(22657)=0
Ptn-22658 C: G(22658)=3,P1(22658)=6,P2(22658)=14,Z(22658)=0
Ptn-22659 C: G(22659)=3,P1(22659)=6,P2(22659)=14,Z(22659)=0
Ptn-22660 C: G(22660)=3,P1(22660)=6,P2(22660)=14,Z(22660)=0
Ptn-22661 C: G(22661)=3,P1(22661)=6,P2(22661)=14,Z(22661)=0
Ptn-22662 C: G(22662)=3,P1(22662)=6,P2(22662)=14,Z(22662)=0
Ptn-22663 C: G(22663)=3,P1(22663)=6,P2(22663)=14,Z(22663)=0
Ptn-22664 C: G(22664)=3,P1(22664)=6,P2(22664)=14,Z(22664)=0
Ptn-22665 C: G(22665)=3,P1(22665)=6,P2(22665)=14,Z(22665)=0
Ptn-22666 C: G(22666)=3,P1(22666)=6,P2(22666)=14,Z(22666)=0
Ptn-22667 C: G(22667)=3,P1(22667)=6,P2(22667)=14,Z(22667)=0
Ptn-22668 C: G(22668)=3,P1(22668)=6,P2(22668)=14,Z(22668)=0
Ptn-22669 C: G(22669)=3,P1(22669)=6,P2(22669)=14,Z(22669)=0
Ptn-22670 C: G(22670)=3,P1(22670)=6,P2(22670)=14,Z(22670)=0
Ptn-22671 C: G(22671)=3,P1(22671)=6,P2(22671)=14,Z(22671)=0
Ptn-22672 C: G(22672)=3,P1(22672)=6,P2(22672)=14,Z(22672)=0
Ptn-22673 C: G(22673)=3,P1(22673)=6,P2(22673)=14,Z(22673)=0
Ptn-22674 C: G(22674)=3,P1(22674)=6,P2(22674)=14,Z(22674)=0
Ptn-22675 C: G(22675)=3,P1(22675)=6,P2(22675)=14,Z(22675)=0
Ptn-22676 C: G(22676)=3,P1(22676)=6,P2(22676)=14,Z(22676)=0
Ptn-22677 C: G(22677)=3,P1(22677)=6,P2(22677)=14,Z(22677)=0
Ptn-22678 C: G(22678)=3,P1(22678)=6,P2(22678)=14,Z(22678)=0
Ptn-22679 C: G(22679)=3,P1(22679)=6,P2(22679)=14,Z(22679)=0
Ptn-22680 C: G(22680)=3,P1(22680)=6,P2(22680)=14,Z(22680)=0
Ptn-22681 C: G(22681)=3,P1(22681)=6,P2(22681)=14,Z(22681)=0
Ptn-22682 C: G(22682)=3,P1(22682)=6,P2(22682)=14,Z(22682)=0
Ptn-22683 C: G(22683)=3,P1(22683)=6,P2(22683)=14,Z(22683)=0
Ptn-22684 C: G(22684)=3,P1(22684)=6,P2(22684)=14,Z(22684)=0
Ptn-22685 C: G(22685)=3,P1(22685)=6,P2(22685)=14,Z(22685)=0
Ptn-22686 C: G(22686)=11,P1(22686)=6,P2(22686)=14,Z(22686)=0
Ptn-22687 C: G(22687)=11,P1(22687)=6,P2(22687)=14,Z(22687)=0
Ptn-22688 C: G(22688)=11,P1(22688)=6,P2(22688)=14,Z(22688)=0
Ptn-22689 C: G(22689)=11,P1(22689)=6,P2(22689)=14,Z(22689)=0
Ptn-22690 C: G(22690)=11,P1(22690)=6,P2(22690)=14,Z(22690)=0
Ptn-22691 C: G(22691)=11,P1(22691)=6,P2(22691)=14,Z(22691)=0
Ptn-22692 C: G(22692)=11,P1(22692)=6,P2(22692)=14,Z(22692)=0
Ptn-22693 C: G(22693)=11,P1(22693)=6,P2(22693)=14,Z(22693)=0
Ptn-22694 C: G(22694)=11,P1(22694)=6,P2(22694)=14,Z(22694)=0
Ptn-22695 C: G(22695)=11,P1(22695)=6,P2(22695)=14,Z(22695)=0
Ptn-22696 C: G(22696)=11,P1(22696)=6,P2(22696)=14,Z(22696)=0
Ptn-22697 C: G(22697)=11,P1(22697)=6,P2(22697)=14,Z(22697)=0
Ptn-22698 C: G(22698)=11,P1(22698)=6,P2(22698)=14,Z(22698)=0
Ptn-22699 C: G(22699)=11,P1(22699)=6,P2(22699)=14,Z(22699)=0
Ptn-22700 C: G(22700)=11,P1(22700)=6,P2(22700)=14,Z(22700)=0
Ptn-22701 C: G(22701)=11,P1(22701)=6,P2(22701)=14,Z(22701)=0
Ptn-22702 C: G(22702)=11,P1(22702)=6,P2(22702)=14,Z(22702)=0
Ptn-22703 C: G(22703)=11,P1(22703)=6,P2(22703)=14,Z(22703)=0
Ptn-22704 C: G(22704)=11,P1(22704)=6,P2(22704)=14,Z(22704)=0
Ptn-22705 C: G(22705)=11,P1(22705)=6,P2(22705)=14,Z(22705)=0
Ptn-22706 C: G(22706)=11,P1(22706)=6,P2(22706)=14,Z(22706)=0
Ptn-22707 C: G(22707)=3,P1(22707)=6,P2(22707)=14,Z(22707)=0
Ptn-22708 C: G(22708)=3,P1(22708)=6,P2(22708)=14,Z(22708)=0
Ptn-22709 C: G(22709)=3,P1(22709)=6,P2(22709)=14,Z(22709)=0
Ptn-22710 C: G(22710)=3,P1(22710)=6,P2(22710)=14,Z(22710)=1
Ptn-22711 C: G(22711)=3,P1(22711)=6,P2(22711)=14,Z(22711)=0
Ptn-22712 C: G(22712)=3,P1(22712)=6,P2(22712)=14,Z(22712)=0
Ptn-22713 C: G(22713)=3,P1(22713)=6,P2(22713)=14,Z(22713)=0
Ptn-22714 C: G(22714)=2,P1(22714)=6,P2(22714)=14,Z(22714)=0
Ptn-22715 C: G(22715)=2,P1(22715)=6,P2(22715)=14,Z(22715)=0
Ptn-22716 C: G(22716)=2,P1(22716)=6,P2(22716)=14,Z(22716)=0
Ptn-22717 C: G(22717)=3,P1(22717)=6,P2(22717)=14,Z(22717)=0
Ptn-22718 C: G(22718)=2,P1(22718)=6,P2(22718)=14,Z(22718)=0
Ptn-22719 C: G(22719)=2,P1(22719)=6,P2(22719)=14,Z(22719)=0
Ptn-22720 C: G(22720)=3,P1(22720)=6,P2(22720)=14,Z(22720)=0
Ptn-22721 C: G(22721)=3,P1(22721)=6,P2(22721)=14,Z(22721)=0
Ptn-22722 C: G(22722)=0,P1(22722)=6,P2(22722)=14,Z(22722)=0
Ptn-22723 C: G(22723)=0,P1(22723)=6,P2(22723)=14,Z(22723)=0
Ptn-22724 C: G(22724)=0,P1(22724)=6,P2(22724)=14,Z(22724)=0
Ptn-22725 C: G(22725)=0,P1(22725)=6,P2(22725)=14,Z(22725)=0
Ptn-22726 C: G(22726)=0,P1(22726)=6,P2(22726)=14,Z(22726)=0
Ptn-22727 C: G(22727)=3,P1(22727)=6,P2(22727)=14,Z(22727)=0
Ptn-22728 C: G(22728)=3,P1(22728)=6,P2(22728)=14,Z(22728)=0
Ptn-22729 C: G(22729)=0,P1(22729)=6,P2(22729)=14,Z(22729)=0
Ptn-22730 C: G(22730)=0,P1(22730)=6,P2(22730)=14,Z(22730)=0
Ptn-22731 C: G(22731)=0,P1(22731)=6,P2(22731)=14,Z(22731)=0
Ptn-22732 C: G(22732)=0,P1(22732)=6,P2(22732)=14,Z(22732)=0
Ptn-22733 C: G(22733)=0,P1(22733)=6,P2(22733)=14,Z(22733)=0
Ptn-22734 C: G(22734)=0,P1(22734)=6,P2(22734)=14,Z(22734)=0
Ptn-22735 C: G(22735)=0,P1(22735)=6,P2(22735)=14,Z(22735)=0
Ptn-22736 C: G(22736)=0,P1(22736)=6,P2(22736)=14,Z(22736)=0
Ptn-22737 C: G(22737)=0,P1(22737)=6,P2(22737)=14,Z(22737)=0
Ptn-22738 C: G(22738)=0,P1(22738)=6,P2(22738)=14,Z(22738)=0
Ptn-22739 C: G(22739)=0,P1(22739)=6,P2(22739)=14,Z(22739)=0
Ptn-22740 C: G(22740)=0,P1(22740)=6,P2(22740)=14,Z(22740)=0
Ptn-22741 C: G(22741)=0,P1(22741)=6,P2(22741)=14,Z(22741)=0
Ptn-22742 C: G(22742)=0,P1(22742)=6,P2(22742)=14,Z(22742)=0
Ptn-22743 C: G(22743)=0,P1(22743)=6,P2(22743)=14,Z(22743)=0
Ptn-22744 C: G(22744)=1,P1(22744)=6,P2(22744)=14,Z(22744)=0
Ptn-22745 C: G(22745)=1,P1(22745)=6,P2(22745)=14,Z(22745)=0
Ptn-22746 C: G(22746)=1,P1(22746)=6,P2(22746)=14,Z(22746)=0
Ptn-22747 C: G(22747)=1,P1(22747)=6,P2(22747)=14,Z(22747)=0
Ptn-22748 C: G(22748)=1,P1(22748)=6,P2(22748)=14,Z(22748)=0
Ptn-22749 C: G(22749)=1,P1(22749)=6,P2(22749)=14,Z(22749)=0
Ptn-22750 C: G(22750)=1,P1(22750)=6,P2(22750)=14,Z(22750)=0
Ptn-22751 C: G(22751)=1,P1(22751)=6,P2(22751)=14,Z(22751)=0
Ptn-22752 C: G(22752)=1,P1(22752)=6,P2(22752)=14,Z(22752)=1
Ptn-22753 C: G(22753)=1,P1(22753)=6,P2(22753)=14,Z(22753)=0
Ptn-22754 C: G(22754)=1,P1(22754)=6,P2(22754)=14,Z(22754)=0
Ptn-22755 C: G(22755)=1,P1(22755)=6,P2(22755)=14,Z(22755)=0
Ptn-22756 C: G(22756)=1,P1(22756)=6,P2(22756)=14,Z(22756)=0
Ptn-22757 C: G(22757)=1,P1(22757)=6,P2(22757)=14,Z(22757)=0
Ptn-22758 C: G(22758)=1,P1(22758)=6,P2(22758)=14,Z(22758)=0
Ptn-22759 C: G(22759)=1,P1(22759)=6,P2(22759)=14,Z(22759)=0
Ptn-22760 C: G(22760)=1,P1(22760)=6,P2(22760)=14,Z(22760)=0
Ptn-22761 C: G(22761)=0,P1(22761)=6,P2(22761)=14,Z(22761)=0
Ptn-22762 C: G(22762)=0,P1(22762)=6,P2(22762)=14,Z(22762)=0
Ptn-22763 C: G(22763)=0,P1(22763)=6,P2(22763)=14,Z(22763)=0
Ptn-22764 C: G(22764)=0,P1(22764)=6,P2(22764)=14,Z(22764)=0
Ptn-22765 C: G(22765)=0,P1(22765)=6,P2(22765)=14,Z(22765)=0
Ptn-22766 C: G(22766)=0,P1(22766)=6,P2(22766)=14,Z(22766)=0
Ptn-22767 C: G(22767)=0,P1(22767)=6,P2(22767)=14,Z(22767)=0
Ptn-22768 C: G(22768)=0,P1(22768)=6,P2(22768)=14,Z(22768)=0
Ptn-22769 C: G(22769)=0,P1(22769)=6,P2(22769)=14,Z(22769)=0
Ptn-22770 C: G(22770)=0,P1(22770)=6,P2(22770)=14,Z(22770)=0
Ptn-22771 C: G(22771)=0,P1(22771)=6,P2(22771)=14,Z(22771)=0
Ptn-22772 C: G(22772)=0,P1(22772)=6,P2(22772)=14,Z(22772)=0
