========
Segment 0, number of frames = 41853, viterbi-score = 332543.856961
Printing random variables from (P,C,E)=(1,41852,0) sections
Ptn-0 P: G(0)=1,Z(0)=1
Ptn-22006 C: G(22006)=3,Z(22006)=0
Ptn-22007 C: G(22007)=3,Z(22007)=0
Ptn-22008 C: G(22008)=3,Z(22008)=0
Ptn-22009 C: G(22009)=3,Z(22009)=0
Ptn-22010 C: G(22010)=3,Z(22010)=0
Ptn-22011 C: G(22011)=3,Z(22011)=0
Ptn-22012 C: G(22012)=3,Z(22012)=0
Ptn-22013 C: G(22013)=3,Z(22013)=0
Ptn-22014 C: G(22014)=3,Z(22014)=0
Ptn-22015 C: G(22015)=3,Z(22015)=0
Ptn-22016 C: G(22016)=3,Z(22016)=0
Ptn-22017 C: G(22017)=3,Z(22017)=1
Ptn-22018 C: G(22018)=3,Z(22018)=0
Ptn-22019 C: G(22019)=3,Z(22019)=0
Ptn-22020 C: G(22020)=3,Z(22020)=0
Ptn-22021 C: G(22021)=3,Z(22021)=0
Ptn-22022 C: G(22022)=3,Z(22022)=0
Ptn-22023 C: G(22023)=3,Z(22023)=0
Ptn-22024 C: G(22024)=3,Z(22024)=0
Ptn-22025 C: G(22025)=3,Z(22025)=0
Ptn-22026 C: G(22026)=3,Z(22026)=0
Ptn-22027 C: G(22027)=3,Z(22027)=0
Ptn-22028 C: G(22028)=3,Z(22028)=0
Ptn-22029 C: G(22029)=3,Z(22029)=0
Ptn-22030 C: G(22030)=3,Z(22030)=0
Ptn-22031 C: G(22031)=3,Z(22031)=0
Ptn-22032 C: G(22032)=3,Z(22032)=0
Ptn-22033 C: G(22033)=3,Z(22033)=0
Ptn-22034 C: G(22034)=3,Z(22034)=0
Ptn-22035 C: G(22035)=3,Z(22035)=0
Ptn-22036 C: G(22036)=3,Z(22036)=0
Ptn-22037 C: G(22037)=3,Z(22037)=0
Ptn-22038 C: G(22038)=3,Z(22038)=0
Ptn-22039 C: G(22039)=3,Z(22039)=0
Ptn-22040 C: G(22040)=3,Z(22040)=0
Ptn-22041 C: G(22041)=3,Z(22041)=0
Ptn-22042 C: G(22042)=3,Z(22042)=0
Ptn-22043 C: G(22043)=3,Z(22043)=0
Ptn-22044 C: G(22044)=3,Z(22044)=0
Ptn-22045 C: G(22045)=3,Z(22045)=0
Ptn-22046 C: G(22046)=3,Z(22046)=0
Ptn-22047 C: G(22047)=3,Z(22047)=0
Ptn-22048 C: G(22048)=3,Z(22048)=0
Ptn-22049 C: G(22049)=3,Z(22049)=0
Ptn-22050 C: G(22050)=3,Z(22050)=0
Ptn-22051 C: G(22051)=3,Z(22051)=0
Ptn-22052 C: G(22052)=3,Z(22052)=0
Ptn-22053 C: G(22053)=3,Z(22053)=0
Ptn-22054 C: G(22054)=3,Z(22054)=0
Ptn-22055 C: G(22055)=3,Z(22055)=0
Ptn-22056 C: G(22056)=3,Z(22056)=0
Ptn-22057 C: G(22057)=3,Z(22057)=0
Ptn-22058 C: G(22058)=3,Z(22058)=0
Ptn-22059 C: G(22059)=3,Z(22059)=0
Ptn-22060 C: G(22060)=3,Z(22060)=0
Ptn-22061 C: G(22061)=3,Z(22061)=0
Ptn-22062 C: G(22062)=3,Z(22062)=0
Ptn-22063 C: G(22063)=3,Z(22063)=0
Ptn-22064 C: G(22064)=3,Z(22064)=0
Ptn-22065 C: G(22065)=3,Z(22065)=0
Ptn-22066 C: G(22066)=3,Z(22066)=0
Ptn-22067 C: G(22067)=3,Z(22067)=0
Ptn-22068 C: G(22068)=3,Z(22068)=0
Ptn-22069 C: G(22069)=3,Z(22069)=0
Ptn-22070 C: G(22070)=3,Z(22070)=0
Ptn-22071 C: G(22071)=3,Z(22071)=0
Ptn-22072 C: G(22072)=5,Z(22072)=0
Ptn-22073 C: G(22073)=5,Z(22073)=0
Ptn-22074 C: G(22074)=3,Z(22074)=0
Ptn-22075 C: G(22075)=3,Z(22075)=0
Ptn-22076 C: G(22076)=3,Z(22076)=0
Ptn-22077 C: G(22077)=3,Z(22077)=0
Ptn-22078 C: G(22078)=3,Z(22078)=0
Ptn-22079 C: G(22079)=3,Z(22079)=0
Ptn-22080 C: G(22080)=3,Z(22080)=0
Ptn-22081 C: G(22081)=3,Z(22081)=0
Ptn-22082 C: G(22082)=3,Z(22082)=2
Ptn-22083 C: G(22083)=3,Z(22083)=1
Ptn-22084 C: G(22084)=3,Z(22084)=1
Ptn-22085 C: G(22085)=3,Z(22085)=0
Ptn-22086 C: G(22086)=3,Z(22086)=0
Ptn-22087 C: G(22087)=3,Z(22087)=0
Ptn-22088 C: G(22088)=3,Z(22088)=0
Ptn-22089 C: G(22089)=3,Z(22089)=0
Ptn-22090 C: G(22090)=3,Z(22090)=0
Ptn-22091 C: G(22091)=3,Z(22091)=0
Ptn-22092 C: G(22092)=3,Z(22092)=0
Ptn-22093 C: G(22093)=3,Z(22093)=0
Ptn-22094 C: G(22094)=3,Z(22094)=0
Ptn-22095 C: G(22095)=3,Z(22095)=0
Ptn-22096 C: G(22096)=3,Z(22096)=0
Ptn-22097 C: G(22097)=3,Z(22097)=0
Ptn-22098 C: G(22098)=3,Z(22098)=0
Ptn-22099 C: G(22099)=3,Z(22099)=0
Ptn-22100 C: G(22100)=3,Z(22100)=0
Ptn-22101 C: G(22101)=3,Z(22101)=0
Ptn-22102 C: G(22102)=3,Z(22102)=0
Ptn-22103 C: G(22103)=3,Z(22103)=0
Ptn-22104 C: G(22104)=3,Z(22104)=0
Ptn-22105 C: G(22105)=3,Z(22105)=0
Ptn-22106 C: G(22106)=3,Z(22106)=0
Ptn-22107 C: G(22107)=3,Z(22107)=0
Ptn-22108 C: G(22108)=3,Z(22108)=0
Ptn-22109 C: G(22109)=3,Z(22109)=0
Ptn-22110 C: G(22110)=3,Z(22110)=0
Ptn-22111 C: G(22111)=3,Z(22111)=0
Ptn-22112 C: G(22112)=3,Z(22112)=0
Ptn-22113 C: G(22113)=2,Z(22113)=0
Ptn-22114 C: G(22114)=2,Z(22114)=0
Ptn-22115 C: G(22115)=3,Z(22115)=0
Ptn-22116 C: G(22116)=3,Z(22116)=2
Ptn-22117 C: G(22117)=3,Z(22117)=4
Ptn-22118 C: G(22118)=3,Z(22118)=0
Ptn-22119 C: G(22119)=3,Z(22119)=0
Ptn-22120 C: G(22120)=5,Z(22120)=0
Ptn-22121 C: G(22121)=5,Z(22121)=0
Ptn-22122 C: G(22122)=8,Z(22122)=1
Ptn-22123 C: G(22123)=8,Z(22123)=1
Ptn-22124 C: G(22124)=8,Z(22124)=1
Ptn-22125 C: G(22125)=8,Z(22125)=1
Ptn-22126 C: G(22126)=8,Z(22126)=1
Ptn-22127 C: G(22127)=8,Z(22127)=1
Ptn-22128 C: G(22128)=8,Z(22128)=1
Ptn-22129 C: G(22129)=8,Z(22129)=1
Ptn-22130 C: G(22130)=7,Z(22130)=1
Ptn-22131 C: G(22131)=8,Z(22131)=1
Ptn-22132 C: G(22132)=8,Z(22132)=1
Ptn-22133 C: G(22133)=8,Z(22133)=1
Ptn-22134 C: G(22134)=8,Z(22134)=1
Ptn-22135 C: G(22135)=8,Z(22135)=1
Ptn-22136 C: G(22136)=8,Z(22136)=1
Ptn-22137 C: G(22137)=8,Z(22137)=1
Ptn-22138 C: G(22138)=8,Z(22138)=1
Ptn-22139 C: G(22139)=8,Z(22139)=1
Ptn-22140 C: G(22140)=8,Z(22140)=1
Ptn-22141 C: G(22141)=8,Z(22141)=1
Ptn-22142 C: G(22142)=8,Z(22142)=1
Ptn-22143 C: G(22143)=8,Z(22143)=1
Ptn-22144 C: G(22144)=8,Z(22144)=1
Ptn-22145 C: G(22145)=8,Z(22145)=1
Ptn-22146 C: G(22146)=8,Z(22146)=1
Ptn-22147 C: G(22147)=8,Z(22147)=1
Ptn-22148 C: G(22148)=8,Z(22148)=1
Ptn-22149 C: G(22149)=8,Z(22149)=1
Ptn-22150 C: G(22150)=5,Z(22150)=1
Ptn-22151 C: G(22151)=5,Z(22151)=1
Ptn-22152 C: G(22152)=5,Z(22152)=1
Ptn-22153 C: G(22153)=5,Z(22153)=1
Ptn-22154 C: G(22154)=5,Z(22154)=1
Ptn-22155 C: G(22155)=5,Z(22155)=1
Ptn-22156 C: G(22156)=5,Z(22156)=1
Ptn-22157 C: G(22157)=5,Z(22157)=1
Ptn-22158 C: G(22158)=5,Z(22158)=1
Ptn-22159 C: G(22159)=8,Z(22159)=1
Ptn-22160 C: G(22160)=8,Z(22160)=1
Ptn-22161 C: G(22161)=8,Z(22161)=1
Ptn-22162 C: G(22162)=8,Z(22162)=1
Ptn-22163 C: G(22163)=8,Z(22163)=1
Ptn-22164 C: G(22164)=8,Z(22164)=1
Ptn-22165 C: G(22165)=8,Z(22165)=1
Ptn-22166 C: G(22166)=8,Z(22166)=1
Ptn-22167 C: G(22167)=8,Z(22167)=1
Ptn-22168 C: G(22168)=8,Z(22168)=1
Ptn-22169 C: G(22169)=8,Z(22169)=1
Ptn-22170 C: G(22170)=8,Z(22170)=1
Ptn-22171 C: G(22171)=8,Z(22171)=1
Ptn-22172 C: G(22172)=8,Z(22172)=1
Ptn-22173 C: G(22173)=8,Z(22173)=1
Ptn-22174 C: G(22174)=8,Z(22174)=1
Ptn-22175 C: G(22175)=8,Z(22175)=1
Ptn-22176 C: G(22176)=5,Z(22176)=0
Ptn-22177 C: G(22177)=5,Z(22177)=0
Ptn-22178 C: G(22178)=5,Z(22178)=0
Ptn-22179 C: G(22179)=5,Z(22179)=0
Ptn-22180 C: G(22180)=5,Z(22180)=0
Ptn-22181 C: G(22181)=5,Z(22181)=1
Ptn-22182 C: G(22182)=5,Z(22182)=1
Ptn-22183 C: G(22183)=5,Z(22183)=1
Ptn-22184 C: G(22184)=5,Z(22184)=0
Ptn-22185 C: G(22185)=5,Z(22185)=0
Ptn-22186 C: G(22186)=5,Z(22186)=0
Ptn-22187 C: G(22187)=11,Z(22187)=1
Ptn-22188 C: G(22188)=11,Z(22188)=1
Ptn-22189 C: G(22189)=5,Z(22189)=1
Ptn-22190 C: G(22190)=5,Z(22190)=1
Ptn-22191 C: G(22191)=5,Z(22191)=1
Ptn-22192 C: G(22192)=5,Z(22192)=1
Ptn-22193 C: G(22193)=5,Z(22193)=1
Ptn-22194 C: G(22194)=8,Z(22194)=1
Ptn-22195 C: G(22195)=8,Z(22195)=1
Ptn-22196 C: G(22196)=8,Z(22196)=1
Ptn-22197 C: G(22197)=8,Z(22197)=1
Ptn-22198 C: G(22198)=8,Z(22198)=1
Ptn-22199 C: G(22199)=8,Z(22199)=1
Ptn-22200 C: G(22200)=8,Z(22200)=1
Ptn-22201 C: G(22201)=8,Z(22201)=1
Ptn-22202 C: G(22202)=8,Z(22202)=1
Ptn-22203 C: G(22203)=8,Z(22203)=1
Ptn-22204 C: G(22204)=8,Z(22204)=1
Ptn-22205 C: G(22205)=8,Z(22205)=1
Ptn-22206 C: G(22206)=8,Z(22206)=1
Ptn-22207 C: G(22207)=8,Z(22207)=1
Ptn-22208 C: G(22208)=8,Z(22208)=1
Ptn-22209 C: G(22209)=8,Z(22209)=1
Ptn-22210 C: G(22210)=8,Z(22210)=1
Ptn-22211 C: G(22211)=8,Z(22211)=1
Ptn-22212 C: G(22212)=8,Z(22212)=1
Ptn-22213 C: G(22213)=8,Z(22213)=1
Ptn-22214 C: G(22214)=8,Z(22214)=1
Ptn-22215 C: G(22215)=8,Z(22215)=1
Ptn-22216 C: G(22216)=8,Z(22216)=1
Ptn-22217 C: G(22217)=8,Z(22217)=1
Ptn-22218 C: G(22218)=8,Z(22218)=1
Ptn-22219 C: G(22219)=8,Z(22219)=1
Ptn-22220 C: G(22220)=8,Z(22220)=1
Ptn-22221 C: G(22221)=8,Z(22221)=1
Ptn-22222 C: G(22222)=8,Z(22222)=1
Ptn-22223 C: G(22223)=8,Z(22223)=1
Ptn-22224 C: G(22224)=8,Z(22224)=1
Ptn-22225 C: G(22225)=8,Z(22225)=1
Ptn-22226 C: G(22226)=8,Z(22226)=1
Ptn-22227 C: G(22227)=4,Z(22227)=0
Ptn-22228 C: G(22228)=4,Z(22228)=0
Ptn-22229 C: G(22229)=4,Z(22229)=0
Ptn-22230 C: G(22230)=4,Z(22230)=0
Ptn-22231 C: G(22231)=4,Z(22231)=0
Ptn-22232 C: G(22232)=5,Z(22232)=0
Ptn-22233 C: G(22233)=5,Z(22233)=0
Ptn-22234 C: G(22234)=5,Z(22234)=0
Ptn-22235 C: G(22235)=4,Z(22235)=0
Ptn-22236 C: G(22236)=8,Z(22236)=1
Ptn-22237 C: G(22237)=8,Z(22237)=1
Ptn-22238 C: G(22238)=8,Z(22238)=1
Ptn-22239 C: G(22239)=8,Z(22239)=1
Ptn-22240 C: G(22240)=8,Z(22240)=1
Ptn-22241 C: G(22241)=8,Z(22241)=1
Ptn-22242 C: G(22242)=8,Z(22242)=1
Ptn-22243 C: G(22243)=8,Z(22243)=1
Ptn-22244 C: G(22244)=8,Z(22244)=1
Ptn-22245 C: G(22245)=8,Z(22245)=1
Ptn-22246 C: G(22246)=8,Z(22246)=1
Ptn-22247 C: G(22247)=8,Z(22247)=1
Ptn-22248 C: G(22248)=8,Z(22248)=1
Ptn-22249 C: G(22249)=8,Z(22249)=1
Ptn-22250 C: G(22250)=8,Z(22250)=1
Ptn-22251 C: G(22251)=8,Z(22251)=1
Ptn-22252 C: G(22252)=8,Z(22252)=1
Ptn-22253 C: G(22253)=8,Z(22253)=1
Ptn-22254 C: G(22254)=8,Z(22254)=1
Ptn-22255 C: G(22255)=8,Z(22255)=1
Ptn-22256 C: G(22256)=8,Z(22256)=1
Ptn-22257 C: G(22257)=8,Z(22257)=1
Ptn-22258 C: G(22258)=8,Z(22258)=1
Ptn-22259 C: G(22259)=8,Z(22259)=1
Ptn-22260 C: G(22260)=8,Z(22260)=1
Ptn-22261 C: G(22261)=8,Z(22261)=1
Ptn-22262 C: G(22262)=8,Z(22262)=1
Ptn-22263 C: G(22263)=8,Z(22263)=1
Ptn-22264 C: G(22264)=8,Z(22264)=1
Ptn-22265 C: G(22265)=8,Z(22265)=1
Ptn-22266 C: G(22266)=8,Z(22266)=1
Ptn-22267 C: G(22267)=8,Z(22267)=1
Ptn-22268 C: G(22268)=8,Z(22268)=1
Ptn-22269 C: G(22269)=8,Z(22269)=1
Ptn-22270 C: G(22270)=8,Z(22270)=1
Ptn-22271 C: G(22271)=8,Z(22271)=1
Ptn-22272 C: G(22272)=8,Z(22272)=1
Ptn-22273 C: G(22273)=8,Z(22273)=1
Ptn-22274 C: G(22274)=8,Z(22274)=1
Ptn-22275 C: G(22275)=8,Z(22275)=1
Ptn-22276 C: G(22276)=8,Z(22276)=1
Ptn-22277 C: G(22277)=8,Z(22277)=1
Ptn-22278 C: G(22278)=8,Z(22278)=1
Ptn-22279 C: G(22279)=8,Z(22279)=1
Ptn-22280 C: G(22280)=8,Z(22280)=1
Ptn-22281 C: G(22281)=8,Z(22281)=1
Ptn-22282 C: G(22282)=8,Z(22282)=1
Ptn-22283 C: G(22283)=8,Z(22283)=1
Ptn-22284 C: G(22284)=10,Z(22284)=1
Ptn-22285 C: G(22285)=8,Z(22285)=1
Ptn-22286 C: G(22286)=8,Z(22286)=1
Ptn-22287 C: G(22287)=8,Z(22287)=1
Ptn-22288 C: G(22288)=8,Z(22288)=1
Ptn-22289 C: G(22289)=8,Z(22289)=1
Ptn-22290 C: G(22290)=8,Z(22290)=1
Ptn-22291 C: G(22291)=8,Z(22291)=1
Ptn-22292 C: G(22292)=8,Z(22292)=1
Ptn-22293 C: G(22293)=8,Z(22293)=1
Ptn-22294 C: G(22294)=8,Z(22294)=1
Ptn-22295 C: G(22295)=8,Z(22295)=1
Ptn-22296 C: G(22296)=8,Z(22296)=1
Ptn-22297 C: G(22297)=8,Z(22297)=1
Ptn-22298 C: G(22298)=8,Z(22298)=1
Ptn-22299 C: G(22299)=8,Z(22299)=1
Ptn-22300 C: G(22300)=8,Z(22300)=1
Ptn-22301 C: G(22301)=8,Z(22301)=1
Ptn-22302 C: G(22302)=8,Z(22302)=1
Ptn-22303 C: G(22303)=8,Z(22303)=1
Ptn-22304 C: G(22304)=8,Z(22304)=1
Ptn-22305 C: G(22305)=8,Z(22305)=1
Ptn-22306 C: G(22306)=8,Z(22306)=1
Ptn-22307 C: G(22307)=8,Z(22307)=1
Ptn-22308 C: G(22308)=8,Z(22308)=1
Ptn-22309 C: G(22309)=8,Z(22309)=1
Ptn-22310 C: G(22310)=8,Z(22310)=1
Ptn-22311 C: G(22311)=8,Z(22311)=1
Ptn-22312 C: G(22312)=8,Z(22312)=1
Ptn-22313 C: G(22313)=8,Z(22313)=1
Ptn-22314 C: G(22314)=8,Z(22314)=1
Ptn-22315 C: G(22315)=8,Z(22315)=1
Ptn-22316 C: G(22316)=8,Z(22316)=1
Ptn-22317 C: G(22317)=8,Z(22317)=1
Ptn-22318 C: G(22318)=8,Z(22318)=1
Ptn-22319 C: G(22319)=8,Z(22319)=1
Ptn-22320 C: G(22320)=8,Z(22320)=1
Ptn-22321 C: G(22321)=8,Z(22321)=1
Ptn-22322 C: G(22322)=8,Z(22322)=1
Ptn-22323 C: G(22323)=8,Z(22323)=1
Ptn-22324 C: G(22324)=8,Z(22324)=1
Ptn-22325 C: G(22325)=8,Z(22325)=1
Ptn-22326 C: G(22326)=8,Z(22326)=1
Ptn-22327 C: G(22327)=8,Z(22327)=1
Ptn-22328 C: G(22328)=8,Z(22328)=1
Ptn-22329 C: G(22329)=8,Z(22329)=1
Ptn-22330 C: G(22330)=8,Z(22330)=1
Ptn-22331 C: G(22331)=8,Z(22331)=1
Ptn-22332 C: G(22332)=8,Z(22332)=1
Ptn-22333 C: G(22333)=8,Z(22333)=1
Ptn-22334 C: G(22334)=8,Z(22334)=1
Ptn-22335 C: G(22335)=8,Z(22335)=1
Ptn-22336 C: G(22336)=8,Z(22336)=1
Ptn-22337 C: G(22337)=8,Z(22337)=1
Ptn-22338 C: G(22338)=8,Z(22338)=1
Ptn-22339 C: G(22339)=8,Z(22339)=1
Ptn-22340 C: G(22340)=5,Z(22340)=1
Ptn-22341 C: G(22341)=5,Z(22341)=1
Ptn-22342 C: G(22342)=5,Z(22342)=1
Ptn-22343 C: G(22343)=8,Z(22343)=1
Ptn-22344 C: G(22344)=8,Z(22344)=1
Ptn-22345 C: G(22345)=8,Z(22345)=1
Ptn-22346 C: G(22346)=8,Z(22346)=1
Ptn-22347 C: G(22347)=8,Z(22347)=1
Ptn-22348 C: G(22348)=8,Z(22348)=1
Ptn-22349 C: G(22349)=8,Z(22349)=1
Ptn-22350 C: G(22350)=11,Z(22350)=1
Ptn-22351 C: G(22351)=11,Z(22351)=1
Ptn-22352 C: G(22352)=9,Z(22352)=1
Ptn-22353 C: G(22353)=9,Z(22353)=1
Ptn-22354 C: G(22354)=9,Z(22354)=1
Ptn-22355 C: G(22355)=9,Z(22355)=1
Ptn-22356 C: G(22356)=9,Z(22356)=1
Ptn-22357 C: G(22357)=9,Z(22357)=1
Ptn-22358 C: G(22358)=9,Z(22358)=1
Ptn-22359 C: G(22359)=9,Z(22359)=1
Ptn-22360 C: G(22360)=9,Z(22360)=1
Ptn-22361 C: G(22361)=9,Z(22361)=1
Ptn-22362 C: G(22362)=9,Z(22362)=1
Ptn-22363 C: G(22363)=9,Z(22363)=1
Ptn-22364 C: G(22364)=9,Z(22364)=1
Ptn-22365 C: G(22365)=9,Z(22365)=1
Ptn-22366 C: G(22366)=9,Z(22366)=1
Ptn-22367 C: G(22367)=11,Z(22367)=1
Ptn-22368 C: G(22368)=11,Z(22368)=1
Ptn-22369 C: G(22369)=11,Z(22369)=1
Ptn-22370 C: G(22370)=9,Z(22370)=1
Ptn-22371 C: G(22371)=9,Z(22371)=1
Ptn-22372 C: G(22372)=9,Z(22372)=1
Ptn-22373 C: G(22373)=9,Z(22373)=1
Ptn-22374 C: G(22374)=9,Z(22374)=1
Ptn-22375 C: G(22375)=9,Z(22375)=1
Ptn-22376 C: G(22376)=9,Z(22376)=1
Ptn-22377 C: G(22377)=9,Z(22377)=1
Ptn-22378 C: G(22378)=8,Z(22378)=1
Ptn-22379 C: G(22379)=8,Z(22379)=1
Ptn-22380 C: G(22380)=9,Z(22380)=1
Ptn-22381 C: G(22381)=9,Z(22381)=1
Ptn-22382 C: G(22382)=9,Z(22382)=1
Ptn-22383 C: G(22383)=9,Z(22383)=1
Ptn-22384 C: G(22384)=9,Z(22384)=1
Ptn-22385 C: G(22385)=9,Z(22385)=1
Ptn-22386 C: G(22386)=9,Z(22386)=1
Ptn-22387 C: G(22387)=9,Z(22387)=1
Ptn-22388 C: G(22388)=9,Z(22388)=1
Ptn-22389 C: G(22389)=9,Z(22389)=1
Ptn-22390 C: G(22390)=9,Z(22390)=1
Ptn-22391 C: G(22391)=9,Z(22391)=1
Ptn-22392 C: G(22392)=9,Z(22392)=1
Ptn-22393 C: G(22393)=9,Z(22393)=1
Ptn-22394 C: G(22394)=9,Z(22394)=1
Ptn-22395 C: G(22395)=9,Z(22395)=1
Ptn-22396 C: G(22396)=9,Z(22396)=1
Ptn-22397 C: G(22397)=9,Z(22397)=1
Ptn-22398 C: G(22398)=9,Z(22398)=1
Ptn-22399 C: G(22399)=9,Z(22399)=1
Ptn-22400 C: G(22400)=8,Z(22400)=1
Ptn-22401 C: G(22401)=8,Z(22401)=1
Ptn-22402 C: G(22402)=8,Z(22402)=1
Ptn-22403 C: G(22403)=8,Z(22403)=1
Ptn-22404 C: G(22404)=8,Z(22404)=1
Ptn-22405 C: G(22405)=8,Z(22405)=1
Ptn-22406 C: G(22406)=8,Z(22406)=1
Ptn-22407 C: G(22407)=8,Z(22407)=1
Ptn-22408 C: G(22408)=8,Z(22408)=1
Ptn-22409 C: G(22409)=8,Z(22409)=1
Ptn-22410 C: G(22410)=8,Z(22410)=1
Ptn-22411 C: G(22411)=8,Z(22411)=1
Ptn-22412 C: G(22412)=8,Z(22412)=1
Ptn-22413 C: G(22413)=8,Z(22413)=1
Ptn-22414 C: G(22414)=8,Z(22414)=1
Ptn-22415 C: G(22415)=8,Z(22415)=1
Ptn-22416 C: G(22416)=8,Z(22416)=1
Ptn-22417 C: G(22417)=8,Z(22417)=1
Ptn-22418 C: G(22418)=8,Z(22418)=1
Ptn-22419 C: G(22419)=8,Z(22419)=1
Ptn-22420 C: G(22420)=8,Z(22420)=1
Ptn-22421 C: G(22421)=8,Z(22421)=1
Ptn-22422 C: G(22422)=8,Z(22422)=1
Ptn-22423 C: G(22423)=8,Z(22423)=1
Ptn-22424 C: G(22424)=8,Z(22424)=1
Ptn-22425 C: G(22425)=8,Z(22425)=1
Ptn-22426 C: G(22426)=8,Z(22426)=1
Ptn-22427 C: G(22427)=8,Z(22427)=1
Ptn-22428 C: G(22428)=8,Z(22428)=1
Ptn-22429 C: G(22429)=8,Z(22429)=1
Ptn-22430 C: G(22430)=8,Z(22430)=1
Ptn-22431 C: G(22431)=8,Z(22431)=1
Ptn-22432 C: G(22432)=7,Z(22432)=1
Ptn-22433 C: G(22433)=8,Z(22433)=1
Ptn-22434 C: G(22434)=8,Z(22434)=1
Ptn-22435 C: G(22435)=8,Z(22435)=1
Ptn-22436 C: G(22436)=8,Z(22436)=1
Ptn-22437 C: G(22437)=8,Z(22437)=1
Ptn-22438 C: G(22438)=5,Z(22438)=1
Ptn-22439 C: G(22439)=5,Z(22439)=1
Ptn-22440 C: G(22440)=5,Z(22440)=1
Ptn-22441 C: G(22441)=5,Z(22441)=1
Ptn-22442 C: G(22442)=5,Z(22442)=1
Ptn-22443 C: G(22443)=5,Z(22443)=1
Ptn-22444 C: G(22444)=5,Z(22444)=1
Ptn-22445 C: G(22445)=5,Z(22445)=1
Ptn-22446 C: G(22446)=8,Z(22446)=1
Ptn-22447 C: G(22447)=8,Z(22447)=1
Ptn-22448 C: G(22448)=8,Z(22448)=1
Ptn-22449 C: G(22449)=8,Z(22449)=1
Ptn-22450 C: G(22450)=8,Z(22450)=1
Ptn-22451 C: G(22451)=8,Z(22451)=1
Ptn-22452 C: G(22452)=5,Z(22452)=1
Ptn-22453 C: G(22453)=5,Z(22453)=1
Ptn-22454 C: G(22454)=5,Z(22454)=1
Ptn-22455 C: G(22455)=5,Z(22455)=1
Ptn-22456 C: G(22456)=5,Z(22456)=1
Ptn-22457 C: G(22457)=5,Z(22457)=1
Ptn-22458 C: G(22458)=8,Z(22458)=1
Ptn-22459 C: G(22459)=8,Z(22459)=1
Ptn-22460 C: G(22460)=8,Z(22460)=1
Ptn-22461 C: G(22461)=8,Z(22461)=1
Ptn-22462 C: G(22462)=8,Z(22462)=1
Ptn-22463 C: G(22463)=8,Z(22463)=1
Ptn-22464 C: G(22464)=8,Z(22464)=1
Ptn-22465 C: G(22465)=8,Z(22465)=1
Ptn-22466 C: G(22466)=8,Z(22466)=1
Ptn-22467 C: G(22467)=5,Z(22467)=1
Ptn-22468 C: G(22468)=5,Z(22468)=1
Ptn-22469 C: G(22469)=5,Z(22469)=1
Ptn-22470 C: G(22470)=5,Z(22470)=1
Ptn-22471 C: G(22471)=5,Z(22471)=1
Ptn-22472 C: G(22472)=5,Z(22472)=1
Ptn-22473 C: G(22473)=5,Z(22473)=1
Ptn-22474 C: G(22474)=5,Z(22474)=1
Ptn-22475 C: G(22475)=5,Z(22475)=1
Ptn-22476 C: G(22476)=5,Z(22476)=1
Ptn-22477 C: G(22477)=5,Z(22477)=1
Ptn-22478 C: G(22478)=5,Z(22478)=1
Ptn-22479 C: G(22479)=5,Z(22479)=1
Ptn-22480 C: G(22480)=5,Z(22480)=1
Ptn-22481 C: G(22481)=5,Z(22481)=1
Ptn-22482 C: G(22482)=5,Z(22482)=1
Ptn-22483 C: G(22483)=5,Z(22483)=1
Ptn-22484 C: G(22484)=5,Z(22484)=1
Ptn-22485 C: G(22485)=5,Z(22485)=1
Ptn-22486 C: G(22486)=5,Z(22486)=1
Ptn-22487 C: G(22487)=5,Z(22487)=1
Ptn-22488 C: G(22488)=5,Z(22488)=1
Ptn-22489 C: G(22489)=5,Z(22489)=1
Ptn-22490 C: G(22490)=5,Z(22490)=1
Ptn-22491 C: G(22491)=5,Z(22491)=1
Ptn-22492 C: G(22492)=5,Z(22492)=1
Ptn-22493 C: G(22493)=5,Z(22493)=1
Ptn-22494 C: G(22494)=5,Z(22494)=1
Ptn-22495 C: G(22495)=5,Z(22495)=1
Ptn-22496 C: G(22496)=5,Z(22496)=1
Ptn-22497 C: G(22497)=5,Z(22497)=1
Ptn-22498 C: G(22498)=5,Z(22498)=1
Ptn-22499 C: G(22499)=5,Z(22499)=1
Ptn-22500 C: G(22500)=5,Z(22500)=1
Ptn-22501 C: G(22501)=5,Z(22501)=1
Ptn-22502 C: G(22502)=5,Z(22502)=1
Ptn-22503 C: G(22503)=5,Z(22503)=1
Ptn-22504 C: G(22504)=5,Z(22504)=1
Ptn-22505 C: G(22505)=5,Z(22505)=1
Ptn-22506 C: G(22506)=5,Z(22506)=1
Ptn-22507 C: G(22507)=5,Z(22507)=1
Ptn-22508 C: G(22508)=1,Z(22508)=1
Ptn-22509 C: G(22509)=1,Z(22509)=1
Ptn-22510 C: G(22510)=1,Z(22510)=1
Ptn-22511 C: G(22511)=1,Z(22511)=1
Ptn-22512 C: G(22512)=1,Z(22512)=1
Ptn-22513 C: G(22513)=1,Z(22513)=1
Ptn-22514 C: G(22514)=1,Z(22514)=3
Ptn-22515 C: G(22515)=1,Z(22515)=1
Ptn-22516 C: G(22516)=3,Z(22516)=1
Ptn-22517 C: G(22517)=3,Z(22517)=1
Ptn-22518 C: G(22518)=3,Z(22518)=1
Ptn-22519 C: G(22519)=3,Z(22519)=0
Ptn-22520 C: G(22520)=3,Z(22520)=0
